DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
254553195.95,0.61,0.02,0.22,0.38,454.66,0,0,0,0,0,
254553193.93,0.03,0.01,0,0,454.53,0,0,0,0,0,
254553191.92,3.9,0.1,2.94,1.14,454.53,0,0,0,0,0,
254553189.90,0,0.01,0,0.1,454.53,0,0,0,0,0,
254553187.89,6.04,0.15,5.95,2.5,454.66,0,0,0,0,0,
254553185.87,0,0.01,0,0.03,454.66,0,0,0,0,0,
254553183.85,103.75,1.44,101.12,23.58,349.6,0,0,0,0,0,
254553181.75,206.94,2.95,209.92,52.29,454.66,0,0,0,0,0,
254553179.73,1.44,0.04,1.98,1.02,454.66,0,0,0,0,0,
254553177.72,17.7,0.3,22.88,8.32,454.66,0,0,0,0,0,
254553175.71,1.57,0.05,1.89,0.83,454.78,0,0,0,0,0,
254553173.69,23.18,0.09,9.54,2.56,454.66,0,0,0,0,0,
254553171.67,18.24,0.85,21.86,8.61,454.66,0,0,0,0,0,
254553169.66,7.22,0.02,0,0.1,454.53,0,0,0,0,0,
254553167.64,27.62,0.51,28,9.76,349.73,0,0,0,0,0,
254553165.26,48.48,1.18,44.22,16.99,454.53,0,0,0,0,0,
254553163.24,7.49,0.26,5.57,2.34,454.53,0,0,0,0,0,
254553161.22,21.7,0.62,21.22,9.68,454.53,0,0,0,0,0,
254553159.21,1.57,0.11,0.96,1.73,454.53,0,0,0,0,0,
254553157.19,0,0,0.03,0.1,454.53,0,0,0,0,0,
254553155.18,35.52,1.14,41.76,19.81,454.53,0,0,0,0,0,
254553153.16,0.51,0.03,0.13,0.16,454.66,0,0,0,0,0,
254553151.14,175.72,4.54,169.34,69.88,349.73,0,0,0,0,0,
254553148.05,111.31,4.13,128.19,81.95,454.53,0,0,0,0,0,
254553138.30,492.7,19.72,478.85,317.82,1818.37,0,0,0,0,0,
254553136.26,222.18,7.24,249.98,150.34,454.53,0,0,0,0,0,
254553134.24,123.49,6.97,143.04,126.78,349.73,0,0,0,0,0,
254553132.23,162.3,7.51,162.21,98.08,454.66,0,0,0,0,0,
254553130.20,206.27,6.06,135.36,50.98,454.66,0,0,0,0,0,
254553128.18,206.72,5.16,157.09,63.97,454.53,0,0,0,0,0,
254553126.16,224.89,7.02,229.86,112.66,454.53,0,0,0,0,0,
254553124.13,272.54,5.43,280.03,92.61,454.53,0,0,0,0,0,
254553122.11,165.46,5.07,170.43,82.63,454.53,0,0,0,0,0,
254553120.09,306.81,9.29,303.49,147.23,454.53,0,0,0,0,0,
254553118.07,327.92,12.21,324.54,188.29,382.94,0,0,0,0,0,
254553116.03,312.38,11.66,230.82,119.9,430.75,0,0,0,0,0,
